,topic,model,group,npmiscore
2014,22,Topics learned by LightLDA,95.0,0.01101
2015,22,Topics learned by LightLDA,96.0,-0.00273
2016,22,Topics learned by LightLDA,97.0,-0.00372
2017,22,Topics learned by LightLDA,98.0,0.01889
2018,22,Topics learned by LightLDA,99.0,0.02763
2019,22,Topics learned by LightLDA,100.0,-0.07047
2020,Film,Category-Level Topics,0.0,0.04345
2021,Film,Category-Level Topics,1.0,0.17111
2022,Film,Category-Level Topics,2.0,0.03942
2023,Film,Category-Level Topics,3.0,0.13671
2024,Film,Category-Level Topics,4.0,0.08686
2025,Film,Category-Level Topics,5.0,0.07923
2026,Film,Category-Level Topics,6.0,0.07323
2027,Film,Category-Level Topics,7.0,-0.0087
2028,Film,Category-Level Topics,8.0,0.11683
2029,Film,Category-Level Topics,9.0,0.07778
2030,Film,Category-Level Topics,10.0,0.05223
2031,Film,Category-Level Topics,11.0,-0.01366
2032,Film,Category-Level Topics,12.0,-0.00504
2033,Film,Category-Level Topics,13.0,0.08357
2034,Film,Category-Level Topics,14.0,-0.01162
2035,Film,Category-Level Topics,15.0,0.02702
2036,Film,Category-Level Topics,16.0,0.10833
2037,Film,Category-Level Topics,17.0,0.03951
2038,Film,Category-Level Topics,18.0,0.03753
2039,Film,Category-Level Topics,19.0,-0.00564
2040,Film,Category-Level Topics,20.0,0.01458
2041,Film,Category-Level Topics,21.0,0.00698
2042,Film,Category-Level Topics,22.0,0.07096
2043,Film,Category-Level Topics,23.0,0.00353
2044,Film,Category-Level Topics,24.0,0.07156
2045,Film,Category-Level Topics,25.0,0.00017
2046,Film,Category-Level Topics,26.0,-0.01865
2047,Film,Category-Level Topics,27.0,-0.0302
2048,Film,Category-Level Topics,28.0,-0.03267
2049,Film,Category-Level Topics,29.0,0.06082
2050,Film,Category-Level Topics,30.0,-0.06526
2051,Film,Category-Level Topics,31.0,0.01899
2052,Film,Category-Level Topics,32.0,0.03774
2053,Film,Category-Level Topics,33.0,0.07455
2054,Film,Category-Level Topics,34.0,0.02585
2055,Film,Category-Level Topics,35.0,0.06645
2056,Film,Category-Level Topics,36.0,0.06153
2057,Film,Category-Level Topics,37.0,0.05106
2058,Film,Category-Level Topics,38.0,0.04909
2059,Film,Category-Level Topics,39.0,0.04198
2060,Film,Category-Level Topics,40.0,-0.01141
2061,Film,Category-Level Topics,41.0,-0.0222
2062,Film,Category-Level Topics,42.0,0.12518
2063,Film,Category-Level Topics,43.0,0.01127
2064,Film,Category-Level Topics,44.0,0.00615
2065,Film,Category-Level Topics,45.0,0.04864
2066,Film,Category-Level Topics,46.0,0.01597
2067,Film,Category-Level Topics,47.0,0.0675
2068,Film,Category-Level Topics,48.0,-0.04765
2069,Film,Category-Level Topics,49.0,0.00018
2070,Film,Category-Level Topics,50.0,0.03094
2071,Film,Category-Level Topics,51.0,0.07315
2072,Film,Category-Level Topics,52.0,0.04396
2073,Film,Category-Level Topics,53.0,-0.01463
2074,Film,Category-Level Topics,54.0,-0.03357
2075,Film,Category-Level Topics,55.0,-0.01664
2076,Film,Category-Level Topics,56.0,0.04384
2077,Film,Category-Level Topics,57.0,-0.03228
2078,Film,Category-Level Topics,58.0,0.08073
2079,Film,Category-Level Topics,59.0,-0.00878
2080,Film,Category-Level Topics,60.0,0.02408
2081,Film,Category-Level Topics,61.0,0.05507
2082,Film,Category-Level Topics,62.0,0.06147
2083,Film,Category-Level Topics,63.0,-0.01823
2084,Film,Category-Level Topics,64.0,0.00024
2085,Film,Category-Level Topics,65.0,0.02119
2086,Film,Category-Level Topics,66.0,-0.01618
2087,Film,Category-Level Topics,67.0,0.0341
2088,Film,Category-Level Topics,68.0,-0.02029
2089,Film,Category-Level Topics,69.0,-0.02214
2090,Film,Category-Level Topics,70.0,0.03057
2091,Film,Category-Level Topics,71.0,-0.01567
2092,Film,Category-Level Topics,72.0,-0.02117
2093,Film,Category-Level Topics,73.0,0.01471
2094,Film,Category-Level Topics,74.0,-0.05005
2095,Film,Category-Level Topics,75.0,-0.00886
2096,Film,Category-Level Topics,76.0,0.02666
2097,Film,Category-Level Topics,77.0,-0.06478
2098,Film,Category-Level Topics,78.0,0.04141
2099,Film,Category-Level Topics,79.0,-0.05662
2100,Film,Category-Level Topics,80.0,0.05006
2101,Film,Category-Level Topics,81.0,0.04631
2102,Film,Category-Level Topics,82.0,0.03336
2103,Film,Category-Level Topics,83.0,0.00146
2104,Film,Category-Level Topics,84.0,-0.03722
2105,Film,Category-Level Topics,85.0,0.02257
2106,Film,Category-Level Topics,86.0,0.06509
2107,Film,Category-Level Topics,87.0,-0.01792
2108,Film,Category-Level Topics,88.0,-0.05091
2109,Film,Category-Level Topics,89.0,0.04307
2110,Film,Category-Level Topics,90.0,0.01641
2111,Film,Category-Level Topics,91.0,0.01818
2112,Film,Category-Level Topics,92.0,-0.05317
2113,Film,Category-Level Topics,93.0,0.07554
2114,Film,Category-Level Topics,94.0,-0.0052
2115,Film,Category-Level Topics,95.0,-0.08578
2116,Film,Category-Level Topics,96.0,0.02558
2117,Film,Category-Level Topics,97.0,-0.01573
2118,Film,Category-Level Topics,98.0,0.03208
2119,Film,Category-Level Topics,99.0,0.04587
2120,Film,Category-Level Topics,100.0,-0.02861
2121,Tennis,Category-Level Topics,0.0,0.18378
2122,Tennis,Category-Level Topics,1.0,0.18075
2123,Tennis,Category-Level Topics,2.0,0.11062
2124,Tennis,Category-Level Topics,3.0,0.07922
2125,Tennis,Category-Level Topics,4.0,0.10711
2126,Tennis,Category-Level Topics,5.0,0.06497
2127,Tennis,Category-Level Topics,6.0,0.04833
2128,Tennis,Category-Level Topics,7.0,0.09104
2129,Tennis,Category-Level Topics,8.0,0.02654
2130,Tennis,Category-Level Topics,9.0,0.03562
2131,Tennis,Category-Level Topics,10.0,0.16409
2132,Tennis,Category-Level Topics,11.0,0.07335
2133,Tennis,Category-Level Topics,12.0,0.04797
2134,Tennis,Category-Level Topics,13.0,0.06153
2135,Tennis,Category-Level Topics,14.0,0.03718
2136,Tennis,Category-Level Topics,15.0,-0.00509
2137,Tennis,Category-Level Topics,16.0,0.03618
2138,Tennis,Category-Level Topics,17.0,-0.04538
2139,Tennis,Category-Level Topics,18.0,0.13109
2140,Tennis,Category-Level Topics,19.0,0.03918
2141,Tennis,Category-Level Topics,20.0,0.02674
2142,Tennis,Category-Level Topics,21.0,0.08282
2143,Tennis,Category-Level Topics,22.0,0.06161
2144,Tennis,Category-Level Topics,23.0,0.0752
2145,Tennis,Category-Level Topics,24.0,0.05598
2146,Tennis,Category-Level Topics,25.0,0.0026
2147,Tennis,Category-Level Topics,26.0,0.03107
2148,Tennis,Category-Level Topics,27.0,-0.01458
2149,Tennis,Category-Level Topics,28.0,0.06555
2150,Tennis,Category-Level Topics,29.0,0.04341
2151,Tennis,Category-Level Topics,30.0,0.00906
2152,Tennis,Category-Level Topics,31.0,-0.01122
2153,Tennis,Category-Level Topics,32.0,0.00876
2154,Tennis,Category-Level Topics,33.0,-0.05149
2155,Tennis,Category-Level Topics,34.0,-0.00996
2156,Tennis,Category-Level Topics,35.0,-0.03142
2157,Tennis,Category-Level Topics,36.0,-0.03393
2158,Tennis,Category-Level Topics,37.0,0.02939
2159,Tennis,Category-Level Topics,38.0,-0.00629
2160,Tennis,Category-Level Topics,39.0,-0.06081
2161,Tennis,Category-Level Topics,40.0,-0.02417
2162,Tennis,Category-Level Topics,41.0,0.00628
2163,Tennis,Category-Level Topics,42.0,0.04995
2164,Tennis,Category-Level Topics,43.0,-0.00813
2165,Tennis,Category-Level Topics,44.0,-0.00966
2166,Tennis,Category-Level Topics,45.0,0.00611
2167,Tennis,Category-Level Topics,46.0,0.07529
2168,Tennis,Category-Level Topics,47.0,-0.01708
2169,Tennis,Category-Level Topics,48.0,-0.01386
2170,Tennis,Category-Level Topics,49.0,-0.01164
2171,Tennis,Category-Level Topics,50.0,-0.00981
2172,Tennis,Category-Level Topics,51.0,0.01845
2173,Tennis,Category-Level Topics,52.0,-0.05575
2174,Tennis,Category-Level Topics,53.0,-0.04549
2175,Tennis,Category-Level Topics,54.0,-0.04326
2176,Tennis,Category-Level Topics,55.0,-0.01513
2177,Tennis,Category-Level Topics,56.0,-0.08863
2178,Tennis,Category-Level Topics,57.0,0.00464
2179,Tennis,Category-Level Topics,58.0,0.01253
2180,Tennis,Category-Level Topics,59.0,-0.0857
2181,Tennis,Category-Level Topics,60.0,-0.02871
2182,Tennis,Category-Level Topics,61.0,-0.05099
2183,Tennis,Category-Level Topics,62.0,-0.04965
2184,Tennis,Category-Level Topics,63.0,-0.04133
2185,Tennis,Category-Level Topics,64.0,-0.02817
2186,Tennis,Category-Level Topics,65.0,-0.03189
2187,Tennis,Category-Level Topics,66.0,-0.00852
2188,Tennis,Category-Level Topics,67.0,-0.00903
2189,Tennis,Category-Level Topics,68.0,-0.03394
2190,Tennis,Category-Level Topics,69.0,0.00282
2191,Tennis,Category-Level Topics,70.0,-0.03697
2192,Tennis,Category-Level Topics,71.0,-0.05764
2193,Tennis,Category-Level Topics,72.0,-0.03808
2194,Tennis,Category-Level Topics,73.0,-0.00137
2195,Tennis,Category-Level Topics,74.0,-0.06116
2196,Tennis,Category-Level Topics,75.0,0.00536
2197,Tennis,Category-Level Topics,76.0,-0.02957
2198,Tennis,Category-Level Topics,77.0,0.02662
2199,Tennis,Category-Level Topics,78.0,-0.05773
2200,Tennis,Category-Level Topics,79.0,-0.03047
2201,Tennis,Category-Level Topics,80.0,-0.04297
2202,Tennis,Category-Level Topics,81.0,-0.06056
2203,Tennis,Category-Level Topics,82.0,-0.00274
2204,Tennis,Category-Level Topics,83.0,-0.02512
2205,Tennis,Category-Level Topics,84.0,-0.02204
2206,Tennis,Category-Level Topics,85.0,-0.08395
2207,Tennis,Category-Level Topics,86.0,-0.00474
2208,Tennis,Category-Level Topics,87.0,-0.07297
2209,Tennis,Category-Level Topics,88.0,-0.00988
2210,Tennis,Category-Level Topics,89.0,-0.05703
2211,Tennis,Category-Level Topics,90.0,-0.06632
2212,Tennis,Category-Level Topics,91.0,-0.03397
2213,Tennis,Category-Level Topics,92.0,-0.00891
2214,Tennis,Category-Level Topics,93.0,-0.03812
2215,Tennis,Category-Level Topics,94.0,-0.00868
2216,Tennis,Category-Level Topics,95.0,-0.02846
2217,Tennis,Category-Level Topics,96.0,-0.00473
2218,Tennis,Category-Level Topics,97.0,-0.00237
2219,Tennis,Category-Level Topics,98.0,-0.02224
2220,Tennis,Category-Level Topics,99.0,-0.03558
2221,Tennis,Category-Level Topics,100.0,-0.03058
2222,Chemistry,Category-Level Topics,0.0,0.13693
2223,Chemistry,Category-Level Topics,1.0,0.11684
2224,Chemistry,Category-Level Topics,2.0,0.15735
2225,Chemistry,Category-Level Topics,3.0,0.12879
2226,Chemistry,Category-Level Topics,4.0,0.08774
2227,Chemistry,Category-Level Topics,5.0,0.09706
2228,Chemistry,Category-Level Topics,6.0,0.17863
2229,Chemistry,Category-Level Topics,7.0,0.12016
2230,Chemistry,Category-Level Topics,8.0,0.05576
2231,Chemistry,Category-Level Topics,9.0,0.09939
2232,Chemistry,Category-Level Topics,10.0,0.0977
2233,Chemistry,Category-Level Topics,11.0,0.05965
2234,Chemistry,Category-Level Topics,12.0,0.08464
2235,Chemistry,Category-Level Topics,13.0,0.0843
2236,Chemistry,Category-Level Topics,14.0,0.0938
2237,Chemistry,Category-Level Topics,15.0,0.11252
2238,Chemistry,Category-Level Topics,16.0,0.05215
2239,Chemistry,Category-Level Topics,17.0,0.07
2240,Chemistry,Category-Level Topics,18.0,0.11353
2241,Chemistry,Category-Level Topics,19.0,0.07465
2242,Chemistry,Category-Level Topics,20.0,0.01515
2243,Chemistry,Category-Level Topics,21.0,0.06124
2244,Chemistry,Category-Level Topics,22.0,0.09487
2245,Chemistry,Category-Level Topics,23.0,0.13356
2246,Chemistry,Category-Level Topics,24.0,0.05114
2247,Chemistry,Category-Level Topics,25.0,0.0784
2248,Chemistry,Category-Level Topics,26.0,0.03201
2249,Chemistry,Category-Level Topics,27.0,0.03666
2250,Chemistry,Category-Level Topics,28.0,0.0493
2251,Chemistry,Category-Level Topics,29.0,0.01079
2252,Chemistry,Category-Level Topics,30.0,0.02109
2253,Chemistry,Category-Level Topics,31.0,0.05904
2254,Chemistry,Category-Level Topics,32.0,0.05243
2255,Chemistry,Category-Level Topics,33.0,0.05355
2256,Chemistry,Category-Level Topics,34.0,0.05748
2257,Chemistry,Category-Level Topics,35.0,0.0149
2258,Chemistry,Category-Level Topics,36.0,0.00469
2259,Chemistry,Category-Level Topics,37.0,0.02408
2260,Chemistry,Category-Level Topics,38.0,0.11114
2261,Chemistry,Category-Level Topics,39.0,0.04833
2262,Chemistry,Category-Level Topics,40.0,0.05597
2263,Chemistry,Category-Level Topics,41.0,0.01827
2264,Chemistry,Category-Level Topics,42.0,0.05476
2265,Chemistry,Category-Level Topics,43.0,0.02264
2266,Chemistry,Category-Level Topics,44.0,0.0638
2267,Chemistry,Category-Level Topics,45.0,0.08732
2268,Chemistry,Category-Level Topics,46.0,0.03102
2269,Chemistry,Category-Level Topics,47.0,0.06102
2270,Chemistry,Category-Level Topics,48.0,0.08799
2271,Chemistry,Category-Level Topics,49.0,0.07541
2272,Chemistry,Category-Level Topics,50.0,0.04191
2273,Chemistry,Category-Level Topics,51.0,0.06608
2274,Chemistry,Category-Level Topics,52.0,0.06015
2275,Chemistry,Category-Level Topics,53.0,0.03202
2276,Chemistry,Category-Level Topics,54.0,0.09939
2277,Chemistry,Category-Level Topics,55.0,0.07011
2278,Chemistry,Category-Level Topics,56.0,0.02602
2279,Chemistry,Category-Level Topics,57.0,0.07115
2280,Chemistry,Category-Level Topics,58.0,0.04849
2281,Chemistry,Category-Level Topics,59.0,0.02739
2282,Chemistry,Category-Level Topics,60.0,0.03894
2283,Chemistry,Category-Level Topics,61.0,0.06625
2284,Chemistry,Category-Level Topics,62.0,0.04601
2285,Chemistry,Category-Level Topics,63.0,0.08346
2286,Chemistry,Category-Level Topics,64.0,0.03902
2287,Chemistry,Category-Level Topics,65.0,0.05134
2288,Chemistry,Category-Level Topics,66.0,0.08166
2289,Chemistry,Category-Level Topics,67.0,0.03589
2290,Chemistry,Category-Level Topics,68.0,0.04475
2291,Chemistry,Category-Level Topics,69.0,0.06423
2292,Chemistry,Category-Level Topics,70.0,0.0778
2293,Chemistry,Category-Level Topics,71.0,0.02323
2294,Chemistry,Category-Level Topics,72.0,0.06233
2295,Chemistry,Category-Level Topics,73.0,-0.02934
2296,Chemistry,Category-Level Topics,74.0,0.01881
2297,Chemistry,Category-Level Topics,75.0,0.01441
2298,Chemistry,Category-Level Topics,76.0,0.04837
2299,Chemistry,Category-Level Topics,77.0,0.02334
2300,Chemistry,Category-Level Topics,78.0,0.02326
2301,Chemistry,Category-Level Topics,79.0,0.00245
2302,Chemistry,Category-Level Topics,80.0,0.02452
2303,Chemistry,Category-Level Topics,81.0,0.01719
2304,Chemistry,Category-Level Topics,82.0,0.03286
2305,Chemistry,Category-Level Topics,83.0,0.05287
2306,Chemistry,Category-Level Topics,84.0,-0.00372
2307,Chemistry,Category-Level Topics,85.0,0.06171
2308,Chemistry,Category-Level Topics,86.0,-0.00301
2309,Chemistry,Category-Level Topics,87.0,0.02022
2310,Chemistry,Category-Level Topics,88.0,0.042
2311,Chemistry,Category-Level Topics,89.0,-0.0188
2312,Chemistry,Category-Level Topics,90.0,0.02698
2313,Chemistry,Category-Level Topics,91.0,0.05876
2314,Chemistry,Category-Level Topics,92.0,-0.0265
2315,Chemistry,Category-Level Topics,93.0,-0.00938
2316,Chemistry,Category-Level Topics,94.0,0.03674
2317,Chemistry,Category-Level Topics,95.0,0.05588
2318,Chemistry,Category-Level Topics,96.0,0.01459
2319,Chemistry,Category-Level Topics,97.0,0.0404
2320,Chemistry,Category-Level Topics,98.0,0.06974
2321,Chemistry,Category-Level Topics,99.0,-0.04468
2322,Chemistry,Category-Level Topics,100.0,0.06
2323,Golf,Category-Level Topics,0.0,0.25882
2324,Golf,Category-Level Topics,1.0,0.14851
2325,Golf,Category-Level Topics,2.0,0.17958
2326,Golf,Category-Level Topics,3.0,0.1753
2327,Golf,Category-Level Topics,4.0,0.12124
2328,Golf,Category-Level Topics,5.0,0.13094
2329,Golf,Category-Level Topics,6.0,0.12906
2330,Golf,Category-Level Topics,7.0,0.17393
2331,Golf,Category-Level Topics,8.0,0.01929
2332,Golf,Category-Level Topics,9.0,0.13884
2333,Golf,Category-Level Topics,10.0,0.02684
2334,Golf,Category-Level Topics,11.0,0.13138
2335,Golf,Category-Level Topics,12.0,0.05557
2336,Golf,Category-Level Topics,13.0,-0.00098
2337,Golf,Category-Level Topics,14.0,0.05668
2338,Golf,Category-Level Topics,15.0,0.06187
2339,Golf,Category-Level Topics,16.0,0.09603
2340,Golf,Category-Level Topics,17.0,-0.01077
2341,Golf,Category-Level Topics,18.0,0.05965
2342,Golf,Category-Level Topics,19.0,0.03186
2343,Golf,Category-Level Topics,20.0,0.06281
2344,Golf,Category-Level Topics,21.0,0.06246
2345,Golf,Category-Level Topics,22.0,0.0408
2346,Golf,Category-Level Topics,23.0,0.03174
2347,Golf,Category-Level Topics,24.0,0.09337
2348,Golf,Category-Level Topics,25.0,0.12013
2349,Golf,Category-Level Topics,26.0,-0.00416
2350,Golf,Category-Level Topics,27.0,0.05068
2351,Golf,Category-Level Topics,28.0,0.0152
2352,Golf,Category-Level Topics,29.0,0.05053
2353,Golf,Category-Level Topics,30.0,0.04146
2354,Golf,Category-Level Topics,31.0,-0.01816
2355,Golf,Category-Level Topics,32.0,0.02062
2356,Golf,Category-Level Topics,33.0,-0.01936
2357,Golf,Category-Level Topics,34.0,0.08092
2358,Golf,Category-Level Topics,35.0,0.03135
2359,Golf,Category-Level Topics,36.0,-0.00208
2360,Golf,Category-Level Topics,37.0,0.06484
2361,Golf,Category-Level Topics,38.0,0.03265
2362,Golf,Category-Level Topics,39.0,0.08234
2363,Golf,Category-Level Topics,40.0,0.04573
2364,Golf,Category-Level Topics,41.0,0.0081
2365,Golf,Category-Level Topics,42.0,0.03809
2366,Golf,Category-Level Topics,43.0,0.02342
2367,Golf,Category-Level Topics,44.0,-0.03779
2368,Golf,Category-Level Topics,45.0,-0.0307
2369,Golf,Category-Level Topics,46.0,0.03747
2370,Golf,Category-Level Topics,47.0,0.07797
2371,Golf,Category-Level Topics,48.0,0.04759
2372,Golf,Category-Level Topics,49.0,0.01961
2373,Golf,Category-Level Topics,50.0,0.00829
2374,Golf,Category-Level Topics,51.0,-0.03049
2375,Golf,Category-Level Topics,52.0,0.07678
2376,Golf,Category-Level Topics,53.0,0.03332
2377,Golf,Category-Level Topics,54.0,0.01837
2378,Golf,Category-Level Topics,55.0,0.0696
2379,Golf,Category-Level Topics,56.0,0.05952
2380,Golf,Category-Level Topics,57.0,0.00472
2381,Golf,Category-Level Topics,58.0,0.02214
2382,Golf,Category-Level Topics,59.0,-0.00525
2383,Golf,Category-Level Topics,60.0,0.01815
2384,Golf,Category-Level Topics,61.0,0.03125
2385,Golf,Category-Level Topics,62.0,-0.0441
2386,Golf,Category-Level Topics,63.0,0.02382
2387,Golf,Category-Level Topics,64.0,-0.00888
2388,Golf,Category-Level Topics,65.0,-0.02532
2389,Golf,Category-Level Topics,66.0,-0.07776
2390,Golf,Category-Level Topics,67.0,-0.02116
2391,Golf,Category-Level Topics,68.0,0.02647
2392,Golf,Category-Level Topics,69.0,0.04369
2393,Golf,Category-Level Topics,70.0,0.04417
2394,Golf,Category-Level Topics,71.0,-0.09203
2395,Golf,Category-Level Topics,72.0,-0.04399
2396,Golf,Category-Level Topics,73.0,0.04809
2397,Golf,Category-Level Topics,74.0,-0.01071
2398,Golf,Category-Level Topics,75.0,-0.00047
2399,Golf,Category-Level Topics,76.0,-0.00128
2400,Golf,Category-Level Topics,77.0,-0.05247
2401,Golf,Category-Level Topics,78.0,0.0529
2402,Golf,Category-Level Topics,79.0,0.03694
2403,Golf,Category-Level Topics,80.0,-0.03615
2404,Golf,Category-Level Topics,81.0,0.02842
2405,Golf,Category-Level Topics,82.0,-0.01797
2406,Golf,Category-Level Topics,83.0,0.03351
2407,Golf,Category-Level Topics,84.0,-0.0513
2408,Golf,Category-Level Topics,85.0,0.00406
2409,Golf,Category-Level Topics,86.0,-0.01911
2410,Golf,Category-Level Topics,87.0,0.04952
2411,Golf,Category-Level Topics,88.0,-0.0466
2412,Golf,Category-Level Topics,89.0,-0.03691
2413,Golf,Category-Level Topics,90.0,0.00736
2414,Golf,Category-Level Topics,91.0,-0.02376
2415,Golf,Category-Level Topics,92.0,-0.04586
2416,Golf,Category-Level Topics,93.0,-0.03619
2417,Golf,Category-Level Topics,94.0,-0.08089
2418,Golf,Category-Level Topics,95.0,-0.06419
2419,Golf,Category-Level Topics,96.0,0.00532
2420,Golf,Category-Level Topics,97.0,0.03248
2421,Golf,Category-Level Topics,98.0,-0.00837
2422,Golf,Category-Level Topics,99.0,0.04607
2423,Golf,Category-Level Topics,100.0,-0.03032
2424,Aviation,Category-Level Topics,0.0,0.11308
2425,Aviation,Category-Level Topics,1.0,0.15513
2426,Aviation,Category-Level Topics,2.0,0.09244
2427,Aviation,Category-Level Topics,3.0,0.17854
2428,Aviation,Category-Level Topics,4.0,0.13742
2429,Aviation,Category-Level Topics,5.0,0.1887
2430,Aviation,Category-Level Topics,6.0,0.08761
2431,Aviation,Category-Level Topics,7.0,0.15898
2432,Aviation,Category-Level Topics,8.0,0.18648
2433,Aviation,Category-Level Topics,9.0,0.15661
2434,Aviation,Category-Level Topics,10.0,0.16574
2435,Aviation,Category-Level Topics,11.0,0.10799
2436,Aviation,Category-Level Topics,12.0,0.10983
2437,Aviation,Category-Level Topics,13.0,0.12859
2438,Aviation,Category-Level Topics,14.0,0.13053
2439,Aviation,Category-Level Topics,15.0,0.08571
2440,Aviation,Category-Level Topics,16.0,0.02529
2441,Aviation,Category-Level Topics,17.0,0.11176
2442,Aviation,Category-Level Topics,18.0,0.13079
2443,Aviation,Category-Level Topics,19.0,0.06831
2444,Aviation,Category-Level Topics,20.0,0.15424
2445,Aviation,Category-Level Topics,21.0,0.063
2446,Aviation,Category-Level Topics,22.0,0.13211
2447,Aviation,Category-Level Topics,23.0,0.10411
2448,Aviation,Category-Level Topics,24.0,0.11582
2449,Aviation,Category-Level Topics,25.0,0.12615
2450,Aviation,Category-Level Topics,26.0,0.08972
2451,Aviation,Category-Level Topics,27.0,0.11433
2452,Aviation,Category-Level Topics,28.0,0.03974
2453,Aviation,Category-Level Topics,29.0,0.06045
2454,Aviation,Category-Level Topics,30.0,0.08237
2455,Aviation,Category-Level Topics,31.0,0.08549
2456,Aviation,Category-Level Topics,32.0,0.10001
2457,Aviation,Category-Level Topics,33.0,0.03648
2458,Aviation,Category-Level Topics,34.0,0.09348
2459,Aviation,Category-Level Topics,35.0,0.0674
2460,Aviation,Category-Level Topics,36.0,0.04482
2461,Aviation,Category-Level Topics,37.0,0.05637
2462,Aviation,Category-Level Topics,38.0,0.08403
2463,Aviation,Category-Level Topics,39.0,0.06615
2464,Aviation,Category-Level Topics,40.0,-0.02403
2465,Aviation,Category-Level Topics,41.0,0.07903
2466,Aviation,Category-Level Topics,42.0,0.10162
2467,Aviation,Category-Level Topics,43.0,0.06146
2468,Aviation,Category-Level Topics,44.0,0.06729
2469,Aviation,Category-Level Topics,45.0,0.03778
2470,Aviation,Category-Level Topics,46.0,0.11452
2471,Aviation,Category-Level Topics,47.0,0.022
2472,Aviation,Category-Level Topics,48.0,0.03087
2473,Aviation,Category-Level Topics,49.0,0.01305
2474,Aviation,Category-Level Topics,50.0,0.07466
2475,Aviation,Category-Level Topics,51.0,0.11458
2476,Aviation,Category-Level Topics,52.0,0.07603
2477,Aviation,Category-Level Topics,53.0,0.06149
2478,Aviation,Category-Level Topics,54.0,0.04294
2479,Aviation,Category-Level Topics,55.0,0.02359
2480,Aviation,Category-Level Topics,56.0,0.09456
2481,Aviation,Category-Level Topics,57.0,0.11063
2482,Aviation,Category-Level Topics,58.0,0.10791
2483,Aviation,Category-Level Topics,59.0,-0.06455
2484,Aviation,Category-Level Topics,60.0,0.06445
2485,Aviation,Category-Level Topics,61.0,0.03188
2486,Aviation,Category-Level Topics,62.0,0.07926
2487,Aviation,Category-Level Topics,63.0,0.06878
2488,Aviation,Category-Level Topics,64.0,0.06685
2489,Aviation,Category-Level Topics,65.0,-0.04518
2490,Aviation,Category-Level Topics,66.0,0.00362
2491,Aviation,Category-Level Topics,67.0,0.0829
2492,Aviation,Category-Level Topics,68.0,0.07348
2493,Aviation,Category-Level Topics,69.0,0.05166
2494,Aviation,Category-Level Topics,70.0,0.0076
2495,Aviation,Category-Level Topics,71.0,0.01071
2496,Aviation,Category-Level Topics,72.0,0.07601
2497,Aviation,Category-Level Topics,73.0,0.02397
2498,Aviation,Category-Level Topics,74.0,0.04529
2499,Aviation,Category-Level Topics,75.0,0.01374
2500,Aviation,Category-Level Topics,76.0,0.08693
2501,Aviation,Category-Level Topics,77.0,-0.01091
2502,Aviation,Category-Level Topics,78.0,-0.01034
2503,Aviation,Category-Level Topics,79.0,0.06527
2504,Aviation,Category-Level Topics,80.0,0.04243
2505,Aviation,Category-Level Topics,81.0,0.05699
2506,Aviation,Category-Level Topics,82.0,-0.02202
2507,Aviation,Category-Level Topics,83.0,0.10891
2508,Aviation,Category-Level Topics,84.0,0.02625
2509,Aviation,Category-Level Topics,85.0,0.03229
2510,Aviation,Category-Level Topics,86.0,0.05254
2511,Aviation,Category-Level Topics,87.0,-0.04556
2512,Aviation,Category-Level Topics,88.0,0.05376
2513,Aviation,Category-Level Topics,89.0,0.06068
2514,Aviation,Category-Level Topics,90.0,0.03578
2515,Aviation,Category-Level Topics,91.0,0.0124
2516,Aviation,Category-Level Topics,92.0,0.08709
2517,Aviation,Category-Level Topics,93.0,-0.00733
2518,Aviation,Category-Level Topics,94.0,0.0549
2519,Aviation,Category-Level Topics,95.0,0.01803
2520,Aviation,Category-Level Topics,96.0,0.06622
2521,Aviation,Category-Level Topics,97.0,-0.00591
2522,Aviation,Category-Level Topics,98.0,-0.0144
2523,Aviation,Category-Level Topics,99.0,0.06141
2524,Aviation,Category-Level Topics,100.0,0.06333
2525,Medicine,Category-Level Topics,0.0,0.1906
2526,Medicine,Category-Level Topics,1.0,0.12098
2527,Medicine,Category-Level Topics,2.0,0.10965
2528,Medicine,Category-Level Topics,3.0,0.06356
2529,Medicine,Category-Level Topics,4.0,0.09533
2530,Medicine,Category-Level Topics,5.0,0.06248
2531,Medicine,Category-Level Topics,6.0,0.07548
2532,Medicine,Category-Level Topics,7.0,0.07205
2533,Medicine,Category-Level Topics,8.0,0.08015
2534,Medicine,Category-Level Topics,9.0,0.04128
2535,Medicine,Category-Level Topics,10.0,0.06611
2536,Medicine,Category-Level Topics,11.0,0.0289
2537,Medicine,Category-Level Topics,12.0,-0.01244
2538,Medicine,Category-Level Topics,13.0,0.04678
2539,Medicine,Category-Level Topics,14.0,0.05191
2540,Medicine,Category-Level Topics,15.0,0.02466
2541,Medicine,Category-Level Topics,16.0,0.01996
2542,Medicine,Category-Level Topics,17.0,-0.04891
2543,Medicine,Category-Level Topics,18.0,0.08988
2544,Medicine,Category-Level Topics,19.0,0.02665
2545,Medicine,Category-Level Topics,20.0,0.06097
2546,Medicine,Category-Level Topics,21.0,0.06441
2547,Medicine,Category-Level Topics,22.0,0.02466
2548,Medicine,Category-Level Topics,23.0,0.01345
2549,Medicine,Category-Level Topics,24.0,-0.0591
2550,Medicine,Category-Level Topics,25.0,0.04093
2551,Medicine,Category-Level Topics,26.0,-0.02245
2552,Medicine,Category-Level Topics,27.0,-0.03998
